2025년도 제3회 일반 및 기타특별회계 추가경정 예산서 (경기도 구리시),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,__sheet__,__file__
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 공공형 어린이집 운영비 집행잔액,6359,0,6359,0,0,0,0,0,0,6359,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 공공형 어린이집 운영비 도비이자,226,0,226,0,0,0,0,0,0,226,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 공공형 어린이집 운영활성화 집행잔액,6718,0,6718,0,0,0,0,0,0,6718,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 공공형 어린이집 운영활성화 도비이자,49,0,49,0,0,0,0,0,0,49,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 공공형 어린이집 조리원인건비 집행잔액,1419,0,1419,0,0,0,0,0,0,1419,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 공공형 어린이집 조리원인건비 도비이자,34,0,34,0,0,0,0,0,0,34,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 야간연장 어린이집 운영지원 집행잔액,1080,0,1080,0,0,0,0,0,0,1080,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 야간연장 어린이집 운영지원 도비이자,23,0,23,0,0,0,0,0,0,23,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 시간제 보육서비스 제공지원 집행잔액,4232,0,4232,0,0,0,0,0,0,4232,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 시간제 보육서비스 제공지원 도비이자,67,0,67,0,0,0,0,0,0,67,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 보육교직원 인건비 집행잔액,15060,0,15060,0,0,0,0,0,0,15060,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 보육교직원 인건비 도비이자,825,0,825,0,0,0,0,0,0,825,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 방학 중 어린이 행복밥상 지원 집행 잔액,2806,0,2806,0,0,0,0,0,0,2806,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 방학 중 어린이 행복밥상 지원 이자,13,0,13,0,0,0,0,0,0,13,데이터,가족복지과.xlsx
2025,추경3회,일반회계,갈매동,동청사 시설관리 및 운영,405-01,자산및물품취득비,○이중 캐비닛 구입,412,500,-88,0,0,0,0,0,0,-88,데이터,갈매동.xlsx
2025,추경3회,일반회계,갈매동,동청사 시설관리 및 운영,405-01,자산및물품취득비,○공기살균기 구입,6277,6300,-23,0,0,0,0,0,0,-23,데이터,갈매동.xlsx
2025,추경3회,일반회계,갈매동,효율적인 시책업무 추진,201-01,사무관리비,○관내도 제작,5500,7000,-1500,0,0,0,0,0,0,-1500,데이터,갈매동.xlsx
2025,추경3회,일반회계,갈매동,주민자치회 전환 운영,201-01,사무관리비,○주민자치회 조직도 제작,1500,0,1500,0,0,0,0,0,0,1500,데이터,갈매동.xlsx
2025,추경3회,일반회계,갈매동,주민자치회 전환 운영,201-03,행사운영비,○주민총회 개최,9840,10000,-160,0,0,0,0,0,0,-160,데이터,갈매동.xlsx
2025,추경3회,일반회계,갈매동,주민자치회 전환 운영,301-11,행사실비지원금,○주민총회 실비보상,1548,1800,-252,0,0,0,0,0,0,-252,데이터,갈매동.xlsx
2025,추경3회,일반회계,갈매동,소형 노면 전기청소차 운영,201-02,공공운영비,○전기청소차량 보험료 및 유지관리비,3800,3000,0,0,0,0,0,0,0,0,데이터,갈매동.xlsx
2025,추경3회,일반회계,갈매동,소형 노면 전기청소차 운영,201-02,공공운영비,  ｏ유지관리비,2300,1500,800,0,0,0,0,0,0,800,데이터,갈매동.xlsx
2025,추경3회,일반회계,갈매동,기본경비(갈매동),201-02,공공운영비,○공공요금,13500,11500,0,0,0,0,0,0,0,0,데이터,갈매동.xlsx
2025,추경3회,일반회계,갈매동,기본경비(갈매동),201-02,공공운영비,  ｏ우편요금,11000,9000,2000,0,0,0,0,0,0,2000,데이터,갈매동.xlsx
2025,추경3회,일반회계,갈매동,기본경비(갈매동),202-01,국내여비,○업무추진 기본여비,4240,6240,-2000,0,0,0,0,0,0,-2000,데이터,갈매동.xlsx
2025,추경3회,일반회계,감염병관리과,코로나19 예방접종실시,307-01,의료 및 회복비,○코로나19 예방접종 백신 구입비 및 접종 시행비,1442053,1352360,89693,0,0,45116,0,13296,0,31281,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보건소결핵관리사업,307-01,의료 및 회복비,○보건소결핵관리사업,26403,26442,-39,-19,0,0,0,-6,0,-14,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보건소결핵관리사업,308-13,공기관등에대한경상적위탁사업비,○결핵환자 가족접촉자 검진 위탁수수료,425,386,39,19,0,0,0,6,0,14,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년도 코로나19 검사 양성자 조사· 감시사업 발생 이자,1,0,1,0,0,0,0,0,0,1,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년도 의료관련 감염병 표본감시 및 관리사업 발생 이자,1,0,1,0,0,0,0,0,0,1,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년도 보건소결핵관리사업 국비집행잔액,8483,0,8483,0,0,0,0,0,0,8483,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년도 보건소결핵관리사업 국비이자,47,0,47,0,0,0,0,0,0,47,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년도 의료기관 환자관리사업 국비집행잔액,29,0,29,0,0,0,0,0,0,29,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년도 의료기관 환자관리사업 국비이자,573,0,573,0,0,0,0,0,0,573,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년도 지자체 결핵진단검사지원 국비집행잔액,1917,0,1917,0,0,0,0,0,0,1917,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년도 지자체 결핵진단검사지원 국비이자,13,0,13,0,0,0,0,0,0,13,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년도 코로나19예방접종실시 국비집행잔액,38624,0,38624,0,0,0,0,0,0,38624,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년도 코로나19예방접종실시 국비이자,333,0,333,0,0,0,0,0,0,333,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년도 국가예방접종 실시 국비집행잔액,3,0,3,0,0,0,0,0,0,3,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년도 국가예방접종 실시 국비이자,1338,0,1338,0,0,0,0,0,0,1338,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년 인플루엔자 국가예방접종 백신반품 환급액,1534,0,1534,0,0,0,0,0,0,1534,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년 HIV/AIDS 진료비 집행잔액,11970,0,11970,0,0,0,0,0,0,11970,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년 HIV/AIDS 진료비 이자발생액,93,0,93,0,0,0,0,0,0,93,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-01,국고보조금반환금,○2024년 말라리아 퇴치사업 이자발생액,4,0,4,0,0,0,0,0,0,4,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-02,시ㆍ도비보조금반환금,○2024년도 보건소결핵관리사업 도비집행잔액,2546,0,2546,0,0,0,0,0,0,2546,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-02,시ㆍ도비보조금반환금,○2024년도 보건소결핵관리사업 도비이자,14,0,14,0,0,0,0,0,0,14,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-02,시ㆍ도비보조금반환금,○2024년도 지자체 결핵진단검사지원 도비집행잔액,576,0,576,0,0,0,0,0,0,576,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-02,시ㆍ도비보조금반환금,○2024년도 지자체 결핵진단검사지원 도비이자,4,0,4,0,0,0,0,0,0,4,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-02,시ㆍ도비보조금반환금,○2024년도 코로나19예방접종실시 도비집행잔액,11588,0,11588,0,0,0,0,0,0,11588,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-02,시ㆍ도비보조금반환금,○2024년도 코로나19예방접종실시 도비이자,79,0,79,0,0,0,0,0,0,79,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-02,시ㆍ도비보조금반환금,○2024년도 국가예방접종 실시 도비집행잔액,1,0,1,0,0,0,0,0,0,1,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-02,시ㆍ도비보조금반환금,○2024년도 국가예방접종 실시 도비이자,402,0,402,0,0,0,0,0,0,402,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-02,시ㆍ도비보조금반환금,○2024년도 예방접종등록센터 운영(인건비) 도비이자,3,0,3,0,0,0,0,0,0,3,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-02,시ㆍ도비보조금반환금,○2024년 인플루엔자 국가예방접종 백신 반품 환급액,460,0,460,0,0,0,0,0,0,460,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-02,시ㆍ도비보조금반환금,○2024년 말라리아 등 감염병예방 도비 보조사업 집행잔액,1,0,1,0,0,0,0,0,0,1,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-02,시ㆍ도비보조금반환금,○2024년 말라리아 등 감염병예방 도비 보조사업 이자발생액,50,0,50,0,0,0,0,0,0,50,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,감염병관리과,보전지출(감염병관리과),802-02,시ㆍ도비보조금반환금,○2024년 한센피부병 검진사업 이자발생액,1,0,1,0,0,0,0,0,0,1,데이터,감염병관리과.xlsx
2025,추경3회,일반회계,건강증진과,지역사회 통합건강증진사업(보조일반),201-01,사무관리비,○구강보건사업 홍보 및 재료비,11000,8000,3000,0,0,900,0,0,0,2100,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,지역사회 통합건강증진사업(보조일반),201-01,사무관리비,○생애주기별 비만예방사업  및 영양관리사업 교육자료 제작,10886,9175,1711,0,0,513,0,0,0,1198,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,지역사회 통합건강증진사업(보조일반),201-02,공공운영비,○장비유지비 등,1430,2380,-950,0,0,-285,0,0,0,-665,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,지역사회 통합건강증진사업(보조일반),201-02,공공운영비,○우편 발송요금,127,400,-273,0,0,-82,0,0,0,-191,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,지역사회 통합건강증진사업(보조일반),301-11,행사실비지원금,○통합건강증진사업 행사추진 실비,512,1000,-488,0,0,-146,0,0,0,-342,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,지역사회 통합건강증진사업(보조일반),307-01,의료 및 회복비,○의료소모품 구입비(검사키트 등),4000,7000,-3000,0,0,-900,0,0,0,-2100,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,지역사회중심 금연지원서비스사업,101-04,기간제근로자등보수,○금연상담사 인건비,45044,45544,0,0,0,0,0,0,0,0,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,지역사회중심 금연지원서비스사업,101-04,기간제근로자등보수,  ｏ출장비,500,1000,-500,0,0,-250,0,0,0,-250,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,지역사회중심 금연지원서비스사업,201-01,사무관리비,○금연서비스사업 일반수용비,3631,3131,500,0,0,250,0,0,0,250,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,제17회 지방자치단체 건강증진사업 포상금,303-01,포상금,○2024년 통합건강증진사업 종합평가  포상금,2000,0,2000,0,0,0,0,0,0,2000,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,갈매건강생활지원센터 운영 및 관리,101-04,기간제근로자등보수,○어린이건강체험관 운영·관리 등,31635,34235,0,0,0,0,0,0,0,0,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,갈매건강생활지원센터 운영 및 관리,101-04,기간제근로자등보수,  ｏ기본급,17653,19740,-2087,0,0,0,0,0,0,-2087,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,갈매건강생활지원센터 운영 및 관리,101-04,기간제근로자등보수,  ｏ식대,1320,1476,-156,0,0,0,0,0,0,-156,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,갈매건강생활지원센터 운영 및 관리,101-04,기간제근로자등보수,  ｏ생활보전임금,1976,2333,-357,0,0,0,0,0,0,-357,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,갈매건강생활지원센터 운영 및 관리,301-11,행사실비지원금,○건강생활 행사추진 실비보상,504,0,504,0,0,0,0,0,0,504,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,갈매건강생활지원센터 운영 및 관리,303-01,포상금,○2024년 건강생활지원센터 운영 우수기관 포상금,1000,0,1000,0,0,0,0,0,0,1000,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,동구동 시민건강증진센터 설치사업,401-01,시설비,○동구동 시민건강증진센터 인테리어 비용,278000,0,278000,0,0,0,0,0,278000,0,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,동구동 시민건강증진센터 설치사업,401-01,시설비,○건설공사 재해예방 기술지도 용역,3000,0,3000,0,0,0,0,0,3000,0,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,동구동 시민건강증진센터 설치사업,401-02,감리비,○동구동 시민건강증진센터 리모델링 공사 감리용역,19000,0,19000,0,0,0,0,0,19000,0,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,보건지소 운영 및 관리,201-02,공공운영비,○시설장비유지비 등,800,1500,-700,0,0,0,0,0,0,-700,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,지역사회중심재활(CBR)보건사업,201-01,사무관리비,○구리시 지역사회재활협의체 위원회 수당,910,1470,-560,0,0,0,0,0,0,-560,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,온가족 스마트 헬스케어서비스 운영,307-01,의료 및 회복비,○온가족 스마트 헬스케어서비스 사업 의료소모품 구입,10000,9000,1000,0,0,0,0,0,0,1000,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,수택건강생활지원센터 확충사업(생활SOC복합),401-01,시설비,"○수택건강생활지원센터 인테리어 비용(벽체, 가구공사 등)",950000,950000,0,0,0,0,0,0,500000,-500000,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,보전지출(건강증진과),802-01,국고보조금반환금,○2024년 지역사회중심 금연지원서비스사업 집행잔액 및 이자발생액,3165,0,3165,0,0,0,0,0,0,3165,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,보전지출(건강증진과),802-01,국고보조금반환금,○2024년 지역사회 통합건강증진사업 집행잔액 및 이자발생액,14714,0,14714,0,0,0,0,0,0,14714,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건강증진과,보전지출(건강증진과),802-02,시ㆍ도비보조금반환금,○2024년 경기도 초등학생치과주치의사업  집행잔액 및 이자발생액,3396,0,3396,0,0,0,0,0,0,3396,데이터,건강증진과.xlsx
2025,추경3회,일반회계,건축과,보전지출(건축과),802-01,국고보조금반환금,○2024년 전세보증금 반환보증 보증료 지원사업 국비 집행잔액 반납,1720,0,1720,0,0,0,0,0,0,1720,데이터,건축과.xlsx
2025,추경3회,일반회계,건축과,보전지출(건축과),802-01,국고보조금반환금,○2024년 전세보증금 반환보증 보증료 지원사업 국비 이자 반납,40,0,40,0,0,0,0,0,0,40,데이터,건축과.xlsx
2025,추경3회,일반회계,건축과,보전지출(건축과),802-02,시ㆍ도비보조금반환금,○2024년 노후 승강기 등 공동주택 주거환경 개선지원(건축허가) 사업 집행 잔액 반납,6,0,6,0,0,0,0,0,0,6,데이터,건축과.xlsx
2025,추경3회,일반회계,건축과,보전지출(건축과),802-02,시ㆍ도비보조금반환금,○2024년 노후 승강기 등 공동주택 주거환경 개선지원(건축허가) 사업 이자 반납,4,0,4,0,0,0,0,0,0,4,데이터,건축과.xlsx
2025,추경3회,일반회계,건축과,보전지출(건축과),802-02,시ㆍ도비보조금반환금,○2024년 전세보증금 반환보증 보증료 지원사업 도비 집행잔액 반납,516,0,516,0,0,0,0,0,0,516,데이터,건축과.xlsx
2025,추경3회,일반회계,건축과,보전지출(건축과),802-02,시ㆍ도비보조금반환금,○2024년 전세보증금 반환보증 보증료 지원사업 도비 이자 반납,12,0,12,0,0,0,0,0,0,12,데이터,건축과.xlsx
2025,추경3회,일반회계,건축과,보전지출(건축과),802-02,시ㆍ도비보조금반환금,○2024년 노후승강기 등 공동주택 주거환경개선 지원사업 이자 반납(의무/비의무 사업승인),73,0,73,0,0,0,0,0,0,73,데이터,건축과.xlsx
2025,추경3회,일반회계,건축과,보전지출(건축과),802-02,시ㆍ도비보조금반환금,○2024년 소규모 공동주택안전점검비용 지원사업집행잔액 반납,1788,0,1788,0,0,0,0,0,0,1788,데이터,건축과.xlsx
2025,추경3회,일반회계,건축과,보전지출(건축과),802-02,시ㆍ도비보조금반환금,○2024년 소규모 공동주택안전점검비용 지원사업이자 반납,51,0,51,0,0,0,0,0,0,51,데이터,건축과.xlsx
2025,추경3회,일반회계,건축과,보전지출(건축과),802-02,시ㆍ도비보조금반환금,○2024년 아파트 경비ㆍ청소 노동자 휴게시설 개선 지원사업 집행잔액  반납,183,0,183,0,0,0,0,0,0,183,데이터,건축과.xlsx
2025,추경3회,일반회계,건축과,보전지출(건축과),802-02,시ㆍ도비보조금반환금,○2024년 아파트 경비ㆍ청소 노동자 휴게시설 개선 지원사업 이자 반납,20,0,20,0,0,0,0,0,0,20,데이터,건축과.xlsx
2025,추경3회,일반회계,공원녹지과,경기 흙향기 맨발길 조성사업,401-01,시설비,○녹지대 맨발걷기 산책로 조성(2개소),200000,0,200000,0,0,0,0,0,140000,60000,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,경기 흙향기 맨발길 조성사업,401-01,시설비,○검배근린공원 맨발걷기 산책로 조성(2개소),200000,0,200000,0,0,0,0,0,140000,60000,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,2권역 공원 시설물 유지관리,201-02,공공운영비,○관내 공원시설물 유지관리,15500,18000,-2500,0,0,0,0,0,0,-2500,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,2권역 공원 시설물 유지관리,405-01,자산및물품취득비,○공원 제설장비 구매,2500,0,2500,0,0,0,0,0,0,2500,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,폭염저감시설(쿨링포그) 설치 사업,401-01,시설비,○구리광장 등 2개소 쿨링포그 설치(성립전),120000,0,120000,0,0,0,0,120000,0,0,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,왕숙천 둔치 공원관리,401-01,시설비,○왕숙천둔치공원 화장실 설치,100000,0,100000,0,0,0,0,0,0,100000,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,구리둘레길 운영관리,401-01,시설비,○구리둘레길 화장실 설치,55000,0,55000,0,0,0,0,0,0,55000,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-01,국고보조금반환금,○2024년 큰나무공익조림 국고보조금 반납,90,0,90,0,0,0,0,0,0,90,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-01,국고보조금반환금,○2024년 숲가꾸기사업(기금) 국고보조금 반납(이자),3,0,3,0,0,0,0,0,0,3,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-01,국고보조금반환금,○2024년 숲가꾸기사업(농특) 국고보조금 반납,635,0,635,0,0,0,0,0,0,635,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-01,국고보조금반환금,○2018년 숲길 조성관리 사업 집행잔액 국고반납금  반납,6287,0,6287,0,0,0,0,0,0,6287,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-01,국고보조금반환금,○2018년 숲길 조성관리 사업 발생이자 국고반납금 반납,418,0,418,0,0,0,0,0,0,418,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-01,국고보조금반환금,○2019년 숲길 조성관리 집행잔액 국고반납금 반납,1978,0,1978,0,0,0,0,0,0,1978,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-01,국고보조금반환금,○2019년 숲길 조성관리 발생이자 국고반납금 반납,129,0,129,0,0,0,0,0,0,129,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-01,국고보조금반환금,○2024년 산불진화체계 구축 및 운영(경상)집행잔액 및 발생이자 국비 반납,1226,0,1226,0,0,0,0,0,0,1226,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-01,국고보조금반환금,○2024년 산불진화체계 구축 및 운영(자본)집행잔액 및 발생이자 국비 반납,498,0,498,0,0,0,0,0,0,498,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-01,국고보조금반환금,○2024년 산림재해일자리 단기(산불전문예방진화대) 집행잔액 및 발생이자 국비 반납,29697,0,29697,0,0,0,0,0,0,29697,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-02,시ㆍ도비보조금반환금,○2024년 보호수 관리지원 사업 도비보조금 집행잔액 반납,14,0,14,0,0,0,0,0,0,14,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-02,시ㆍ도비보조금반환금,○2024년 보호수 관리지원 사업 도비보조금 발생이자 반납,9,0,9,0,0,0,0,0,0,9,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-02,시ㆍ도비보조금반환금,○2024년 큰나무공익조림 도비보조금 반납,150,0,150,0,0,0,0,0,0,150,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-02,시ㆍ도비보조금반환금,○2024년 숲길조성관리 보조금 반납(잔액),10155,0,10155,0,0,0,0,0,0,10155,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-02,시ㆍ도비보조금반환금,○2024년 숲길조성관리 보조금 반납(이자),179,0,179,0,0,0,0,0,0,179,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-02,시ㆍ도비보조금반환금,○2024년 유아숲체험원 조성 보조금 반납(잔액),8139,0,8139,0,0,0,0,0,0,8139,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-02,시ㆍ도비보조금반환금,○2024년 유아숲체험원 조성 보조금 반납(이자),268,0,268,0,0,0,0,0,0,268,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-02,시ㆍ도비보조금반환금,○2024년 숲가꾸기사업(기금) 도비보조금 반납(이자),1,0,1,0,0,0,0,0,0,1,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-02,시ㆍ도비보조금반환금,○2024년 숲가꾸기사업(농특) 도비보조금 반납,191,0,191,0,0,0,0,0,0,191,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-02,시ㆍ도비보조금반환금,○2024년 마을정원 유지관리 교육지원 사업 집행잔액 도비 반납,90,0,90,0,0,0,0,0,0,90,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-02,시ㆍ도비보조금반환금,○2024년 마을정원 유지관리 교육지원 사업 발생이자 도비 반납,9,0,9,0,0,0,0,0,0,9,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-02,시ㆍ도비보조금반환금,○2024년 옥상녹화 조성 사업 집행잔액 도비 반납,2641,0,2641,0,0,0,0,0,0,2641,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-02,시ㆍ도비보조금반환금,○2024년 생활환경숲 조성사업 집행잔액,1515,0,1515,0,0,0,0,0,0,1515,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-02,시ㆍ도비보조금반환금,○2024년 생활환경숲 조성사업 도비보조금 이자,6,0,6,0,0,0,0,0,0,6,데이터,공원녹지과.xlsx
2025,추경3회,일반회계,공원녹지과,보전지출(공원녹지과),802-02,시ㆍ도비보조금반환금,○2024년 도시숲리모델링 집행잔액 도비 반납,43,0,43,0,0,0,0,0,0,43,데이터,공원녹지과.xlsx
